neurons;loss 1;accuracy 1;recall 1;precision 1;loss 2;accuracy 2;recall 2;precision 2;loss 4;accuracy 4;recall 4;precision 4;loss 6;accuracy 6;recall 6;precision 6;loss 7;accuracy 7;recall 7;precision 7;loss 8;accuracy 8;recall 8;precision 8;loss 9;accuracy 9;recall 9;precision 9
446;0.006294808350503445;0.9586981534957886;0.9565504789352417;0.9722921848297119;0.05210700258612633;0.6428571343421936;0.6000000238418579;0.75;0.03419328108429909;0.6153846383094788;0.5384615659713745;0.8235294222831726;0.07977668941020966;0.5;0.25;0.5;0.05556343123316765;0.5384615659713745;0.42307692766189575;0.7333333492279053;0.04020506888628006;0.7356321811676025;0.7126436829566956;0.7654321193695068;0.0073244608938694;0.9495798349380493;0.9474790096282959;0.976190447807312
