neurons;loss 1;accuracy 1;recall 1;precision 1;loss 2;accuracy 2;recall 2;precision 2;loss 4;accuracy 4;recall 4;precision 4;loss 6;accuracy 6;recall 6;precision 6;loss 7;accuracy 7;recall 7;precision 7;loss 8;accuracy 8;recall 8;precision 8;loss 9;accuracy 9;recall 9;precision 9
61;0.018566349521279335;0.8726251721382141;0.8726251721382141;0.9772433042526245;0.06661706417798996;0.5714285969734192;0.3142857253551483;0.6470588445663452;0.03997749462723732;0.6153846383094788;0.6153846383094788;1.0;0.0821932777762413;0.1666666716337204;0.0416666679084301;0.3333333432674408;0.058360472321510315;0.6538461446762085;0.23076923191547394;0.8571428656578064;0.06444071978330612;0.4482758641242981;0.4367816150188446;0.7169811129570007;0.009304019622504711;0.9201680421829224;0.918067216873169;0.9668141603469849
