neurons;loss 1;accuracy 1;recall 1;precision 1;loss 2;accuracy 2;recall 2;precision 2;loss 4;accuracy 4;recall 4;precision 4;loss 6;accuracy 6;recall 6;precision 6;loss 7;accuracy 7;recall 7;precision 7;loss 8;accuracy 8;recall 8;precision 8;loss 9;accuracy 9;recall 9;precision 9
446;0.00394932646304369;0.9765405654907227;0.9763753414154053;0.9807500839233398;0.031700972467660904;0.7571428418159485;0.7571428418159485;0.828125;0.10126999765634537;0.23076923191547394;0.1538461595773697;0.2666666805744171;0.09560074657201767;0.3333333432674408;0.3333333432674408;0.42105263471603394;0.0799008458852768;0.5;0.5;0.6190476417541504;0.04996159300208092;0.6896551847457886;0.6896551847457886;0.7058823704719543;0.0035613852087408304;0.9768907427787781;0.9747899174690247;0.9851379990577698
