neurons;loss 1;accuracy 1;recall 1;precision 1;loss 2;accuracy 2;recall 2;precision 2;loss 4;accuracy 4;recall 4;precision 4;loss 6;accuracy 6;recall 6;precision 6;loss 7;accuracy 7;recall 7;precision 7;loss 8;accuracy 8;recall 8;precision 8;loss 9;accuracy 9;recall 9;precision 9
446;0.001277539529837668;0.9912440180778503;0.9882702827453613;0.9958381652832031;0.05379665270447731;0.6428571343421936;0.6142857074737549;0.7166666388511658;0.05995120480656624;0.6153846383094788;0.42307692766189575;0.6875;0.11184477806091309;0.2083333283662796;0.125;0.2142857164144516;0.08338673412799835;0.38461539149284363;0.26923078298568726;0.5384615659713745;0.031176043674349785;0.7816091775894165;0.7471264600753784;0.8125;0.0051154810935258865;0.9684873819351196;0.9621848464012146;0.9786324501037598
