neurons;loss 1;accuracy 1;recall 1;precision 1;loss 2;accuracy 2;recall 2;precision 2;loss 4;accuracy 4;recall 4;precision 4;loss 6;accuracy 6;recall 6;precision 6;loss 7;accuracy 7;recall 7;precision 7;loss 8;accuracy 8;recall 8;precision 8;loss 9;accuracy 9;recall 9;precision 9
61;0.000649648776743561;0.9975218772888184;0.9947133660316467;0.9996679425239563;0.11670447885990143;0.22857142984867096;0.17142857611179352;0.22641509771347046;0.13241471350193024;0.0;0.0;0.0;0.15050189197063446;0.0416666679084301;0.0;0.0;0.1520134061574936;0.0;0.0;0.0;0.08407531678676605;0.4252873659133911;0.3563218414783478;0.44285714626312256;0.013019096106290817;0.9117646813392639;0.9096638560295105;0.9271948337554932
