neurons;loss 1;accuracy 1;recall 1;precision 1;loss 2;accuracy 2;recall 2;precision 2;loss 4;accuracy 4;recall 4;precision 4;loss 6;accuracy 6;recall 6;precision 6;loss 7;accuracy 7;recall 7;precision 7;loss 8;accuracy 8;recall 8;precision 8;loss 9;accuracy 9;recall 9;precision 9
61;0.021802868694067;0.8797290325164795;0.8770857453346252;0.9827841520309448;0.08284759521484375;0.3571428656578064;0.0;0.0;0.06564351171255112;0.5384615659713745;0.5384615659713745;1.0;0.05668889358639717;0.6666666865348816;0.2083333283662796;1.0;0.08211604505777359;0.03846153989434242;0.0;0.0;0.06042133644223213;0.5287356376647949;0.3563218414783478;0.8157894611358643;0.012063122354447842;0.8970588445663452;0.8970588445663452;0.9748858213424683
